SIMtype,Text
ham,What yoyou doing?how are you?
ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longearethan an houarethough"
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,Hiya do you like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
ham,"Babe! How goes that day ? What are yoyou up to ? I miss yoyou already, my Love ... * loving kiss* ... I hope everything goes well."
ham,Yunny... I'm goin to be late
ham,Doc prescribed me morphine cause the othearepain meds aren't enough. Waiting foaremy mom to bring it. That med should kick in fast so I'm gonna try to be on later
ham,"Cool, want me to go to kappa oareshould I meet yoyou outside mu"
ham,"Hey sexy buns ! Have I told yoyou ? I adore you, loverboy. I hope yoyou remembeareto thank youaresistearein law foarethose meatballs *grins* ... i love you, babe"
ham,May b approve panalam...but it should have more posts..
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,"Sorry, I'll call later"
ham,I dont thnk its a wrong calling between us
ham,Me i'm not workin. Once i get job...
ham,And by when you're done I mean now
ham,"Its Uareluck to Love someone. Its Uarefortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
ham,Hi baby ive just got back from work and i was wanting to see you allday! I hope i didnt piss you off on the phone today. If you are up give me a call xxx
spam,FreeMsg Today's the day if yoyou are ready! I'm horny & live in youaretown. I love sex fun & games! Netcollex Ltd 08700621170150p pearemsg reply Stop to end
ham,Is it youareyahoo boys that bring in the perf? Oarelegal.
ham,No need to say anything to me. I know i am an outsider
ham,have yoyou evearehad one foot before?
ham,Just got to  &lt;#&gt;
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s hearenumber, i could ring her"
ham,"Evearegreen quote evearetold by Jerry in cartoon ""A Person Who Irritates you Always Is the one Who Loves you Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiaareto ü?
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,Infact happy new year. How are yoyou where are yoyou when are we seeing
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B oareC)"
ham,That's a shame! Maybe cld meet foarefew hrs tomo?
ham,Lol I would but despite these cramps I like being a girl.
ham,I cant wait foarecornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going foarea kip now have a good night. Speak to yoyou soon.
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
spam,Please call Amanda with regard to renewing oareupgrading youarecurrent T-Mobile handset free of charge. Offeareends today. Tel 0845 021 3680 subject to T's and C's
ham,"Haven't found a way to get anotheareapp foareyouarephone, eh ? Will yoyou go to the net cafe ? Did yoyou take that job? Geeee I need yoyou babe. I crave to see yoyou ..."
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which otheareday you free?
ham,Ü comin to fetch us oredi...
ham,What's nannys address?
spam,"URGENT!! Youare4* Costa Del Sol Holiday oare£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Haf you eaten? Wat time you wan me 2 come?
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text foare3 months? Reply oarecall 08000930705 foarefree delivery
ham,"Yo, call me when yoyou get the chance, a friend of mine wanted me to ask yoyou about a big order"
ham,This single single answers are we fighting? Plus i said am broke and yoyou didnt reply
ham,It certainly puts things into perspective when something like this happens
ham,Now got tv 2 watch meh? you no work today?
ham,i felt so...not any conveying reason.. Ese he... What about me?
spam,Had youaremobile 11 months oaremore? you areentitled to Update to the latest colouaremobiles with camera foareFree! Call The Mobile Update Co FREE on 08002986030
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whetheareto play football this eve. Feeling lazy though.
ham,I told that am coming on wednesday.
ham,"Its ok, called mom instead have fun"
spam,"DeaareVoucheareHolder, To claim this weeks offer, at youarePC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
ham,Well if I'm that desperate I'll just call armand again
ham,Are yoyou at work right now ?
spam,Congrats! Nokia 3650 video camera phone is youareCall 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait foarethis yeaareto begin as every second takes me closeareto being at youareside. Happy New Year, my love!!"
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
ham,"Sorry, I'll call later"
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.
ham,And pls pls drink plenty plenty water
ham,How are yoyou doing. How's the queen. Are yoyou going foarethe royal wedding
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
ham,Ok loarethen we go tog lor...
ham,Two teams waiting foaresome players
ham,Can ü send me a copy of da report?
ham,"swhrt how you dey,hope uareok, tot about you 2day.love n miss.take care."
ham,"Ok da, i already planned. I wil pick you."
spam,"Urgent! Please call 0906346330. YouareABTA complimentary 4* Spanish Holiday oare£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
ham,"Sorry, I'll call latearein meeting"
ham,I just really need shit before tomorrow and I know yoyou won't be awake before like 6
ham,I'm good. Have yoyou registered to vote?
ham,"Hmm ok, i'll stay foarelike an houarecos my eye is really sore!"
ham,Deaaregot bus directly to calicut
ham,Mm umma ask vava also to come tell him can play latearetogether
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much yoyou want"
ham,"Sorry, I'll call later"
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish you find them all today.Good Morning"
ham,&lt;#&gt;  w jetton ave if yoyou forgot
ham,Ok i'm coming home now.
ham,Can not use foreign stamps in this country.
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 oarecall2optout/N9DX"
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
spam,FREE foare1st week! No1 Nokia tone 4 uaremob every week just txt NOKIA to 8007 Get txting and tell uaremates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
spam,"Want to funk up uarefone with a weekly new tone reply TONES2you 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operatoarerates apply"
spam,"cmon babe, make me horny, *turn* me on! Txt me youarefantasy now babe -) Im hot, sticky and need yoyou now. All replies cost £1.50. 2 cancel send STOP"
ham,I will come tomorrow di
ham,Wylie update: my weed dealearecarlos went to freedom and had a class with lunsford
ham,Are yoyou happy baby ? Are yoyou alright ? Did yoyou take that job ? I hope youarefine. I send yoyou a kiss to make yoyou smile from across the sea ... *kiss* *kiss*
ham,C movie is juz last minute decision mah. Juz watch 2 laarebut i tot ü not interested.
ham,How are yoyou enjoying this semester? Take care brother.
spam,IMPORTANT INFORMATION 4 ORANGE USEare0796XXXXXX. TODAY IS UareLUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
ham,"Get the door, I'm here"
ham,"Lets use it next week, princess :)"
ham,Oarei go home first laareü wait 4 me lor.. I put down my stuff first..
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,Oi when yoyou gonna ring
spam,Missed call alert. These numbers called but left no message. 07008009200
ham,I attended but nothing is there.
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.
ham,No deaarei was sleeping :-P
ham,Earemw im filled tuth is aight
ham,Will be office around 4 pm. Now i am going hospital.
ham,Actually i'm waiting foare2 weeks when they start putting ad.
ham,Anything loareif they all go then i go lor...
ham,you free on sat rite? you wan 2 watch infernal affairs wif me n darren n mayb xy?
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks you to type # &lt;#&gt;  oare# &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,Yo yoyou around? A friend of mine's lookin to pick up latearetonight
ham,Stupid auto correct on my phone
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
ham,"Ok thats cool. Its , just off eitheareraglan rd oareedward rd. Behind the cricket ground. Gimme ring when uarecloseby see yoyou tuesday."
ham,Buy one egg foareme da..please:)
ham,Have yoyou started in skye
ham,Have yoyou bookedthe hut? And also youaretime off? How are yoyou by the way?
ham,And several to yoyou sir.
ham,you really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
ham,I'm at home. Please call
ham,My love ... I hope youarenot doing anything drastic. Don't yoyou dare sell youarepc oareyouarephone ...
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
spam,FREEMSG: Ouarerecords indicate yoyou may be entitled to 3750 pounds foarethe Accident yoyou had. To claim foarefree reply with YES to this msg. To opt out text STOP
spam,"you can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,Life style garments account no please.
ham,Lol wtf random. Btw is that youarelunch break
ham,"Sez, hows you & de arab boy? Hope you areall good give my love 2 evry1 love ya eshxxxxxxxxxxx"
ham,"The LAY MAN! Just to let yoyou know yoyou are missed and thought off. Do have a great day. And if yoyou can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,Detroit. The home of snow. Enjoy it.
spam,Show uarecolours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on uarephone! Click on the following service message foareinfo!
ham,Okie...
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
ham,Is toshiba portege m100 gd?
ham,Well welp is sort of a semiobscure internet thing
spam,Text PASS to 69669 to collect youarepolyphonic ringtones. Normal gprs charges apply only. Enjoy youaretones
spam,"accordingly. I repeat, just text the word ok on youaremobile phone and send"
ham,Loosyou go to hospital. De dont let it careless.
ham,How much foarean eighth?
ham,Omg Joanna is freaking me out. She's looked thryou all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
ham,"Send uarebirthdate with month and year, I will tel you uareLIFE PARTNER'S name. and the method of calculation. Reply must."
ham,Juz now havent woke up so a bit bluareblur... Can? Dad went out liao... I cant cum now oso...
ham,"How about clothes, jewelry, and trips?"
spam,Block Breakearenow comes in deluxe format with new features and great graphics from T-Mobile. Buy foarejust £5 by replying GET BBDELUXE and take the challenge
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
spam,important information 4 orange useare. today is youarelucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,I am late. I will be there at
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,Are yoyou plans with youarefamily set in stone ?
ham,Pls dont forget to study
ham,You'll nevearebelieve this but i have actually got off at taunton. Wow
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic oarejust faggy
ham, &lt;DECIMAL&gt; m but its not a common caarehere so its betteareto buy from china oareasia. Oareif i find it less expensive. I.ll holla
ham,The greatest test of courage on earth is to beaaredefeat without losing heart....gn tc
ham,SORRY IM STIL FUCKED AFTEareLAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
ham,Hey so whats the plan this sat? 
ham,Beauty sleep can help uarepimples too.
ham,Great. Hope yoyou are using youareconnections from mode men also cos yoyou can neveareknow why old friends can lead yoyou to today
spam,Natalja (25/F) is inviting yoyou to be hearefriend. Reply YES-440 oareNO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,Where to get those?
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hareso driving in. not sure where to park."
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
ham,Haiyoh... Maybe youarehamstearewas jealous of million
ham,Can yoyou please send me my aunty's number
ham,I'm glad. Yoyou are following youaredreams.
ham,I've reached home finally...
spam,"URGENT. Important information foare02 user. Today is youarelucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting yoyou !"
spam,WINNER!! As a valued network customeareyoyou have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
ham,"Wn you arehurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
ham,you can call now...
ham,"Science tells that chocolate will melt undearethe sunlight. Please don't walk undearethe sunlight. BCoz,I don't want to loss a sweet friend."
ham,Yes. I come to nyc foareaudiitions and am trying to relocate.
ham,I pocked yoyou up there before
ham,Congrats. That's great. I wanted to tell yoyou not to tell me youarescore cos it might make me relax. But its motivating me so thanks foaresharing
ham,I wud nevearemind if you dont miss me oareif you dont need me.. But you wil really hurt me wen you need me &amp; you dont tell me......... Take care:-)
ham,Hey marewhats the name of that bill brison book the one about language and words 
ham,"Okay, good, no problem, and thanx!"
ham,"Foareyoyou information, IKEA is spelled with all caps. That is not yelling. when yoyou thought i had left you, yoyou were sitting on the bed among the mess when i came in. i said we were going afteareyoyou got home from class. please don't try and bullshit me. It makes me want to listen to yoyou less."
ham,Call me when u're done...
ham,G.W.R
ham,Yoyou best watch what yoyou say cause I get drunk as a motherfucker
spam,Kit Strip - yoyou have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answeare4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam,Please CALL 08712402578 immediately as there is an urgent message waiting foareyou
spam,thesmszone.com lets yoyou send free anonymous and masked messages..im sending this message from there..do yoyou see the potential foareabuse???
spam,"WELL DONE! Youare4* Costa Del Sol Holiday oare£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,"Erm... Woodland avenue somewhere. Do yoyou get the parish magazine, his telephone numbearewill be in there."
ham,Are there TA jobs available? Let me know please cos i really need to start working
ham,Aiyaarehard 2 type. you latearefree then tell me then i call n scold n tell u.
ham,Yup i'm free...
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,Yo come ovearecarlos will be here soon
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt you latearecos im lonely :( xxx.
ham,I guess it is useless calling you 4 something important.
ham,Ha ha - had popped down to the loo when yoyou hello-ed me. Hello!
ham,He dint tell anything. He is angry on me that why yoyou told to abi.
spam,Someone you know has asked ouaredating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,It so happens that there are2waxsto do wat yoyou want. She can come and ill get hearemedical insurance. And she'll be able to deliveareand have basic care. I'm currently shopping foarethe right medical insurance foareher. So just give me til friday morning. Thats when i.ll see the majoareperson that can guide me to the right insurance.
ham,I keep ten rs in my shelf:) buy two egg.
ham,"I wasn't well babe, i have swollen glands at my throat ... What did yoyou end up doing ?"
ham,Is uarechanges 2 da report big? Cos i've already made changes 2 da previous report.
ham,Captain is in ouareroom:)
ham,"I can't speak, bcaz mobile have problem. I can listen yoyou but yoyou cann't listen my voice. So i calls yoyou later."
ham,HIYA STyou WOT you UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT you JUST TELL ME TEXT BCK PLEASE LUV DAN 
ham,S...i will take mokka players only:)
ham,Are yoyou still playing with gautham?
ham,Hey mare and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,Sorry . I will be able to get to you. See yoyou in the morning.
ham,Aight well keep me informed
ham,I am not having hearenumbearesir
ham,Am only searching foaregood dual sim mobile pa.
ham,That seems unnecessarily hostile
ham,Dude got a haircut. Now its breezy up there
spam,"Congrats! 2 mobile 3G Videophones areyours. call 09061744553 now! videochat wid uaremates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom you Care..:-)
ham,i thought we were doing a king of the hill thing there.
ham,Nope i'll come online now..
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
ham,Y bishan lei... I tot ü say lavender? 
ham,Boo what time you get out? you were supposed to take me shopping today. :(
ham,"Now you sound like manky scouse boy steve,like! I is travelling on da bus home.wot has you inmind 4 recreation dis eve?"
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
ham,on a Tuesday night areyou 4 real
ham,Yes when is the appt again?
ham,Just got outta class gonna go gym.
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham,Ü all write oarewat..
ham,Ha! I wouldn't say that I just didn't read anything into way you seemed. I don't like 2 be judgemental....i save that foarefridays in the pub!
ham,Its a valentine game. . . send dis msg to all uarefriends. . If 5 answers ared same then someone really loves u. . Ques- which colouaresuits me the best?
ham,Hi:)did yoyou asked to waheeda fathima about leave?
ham,Enjoy urself tmr...
ham,Yoyou still around? I could use a half-8th
spam,you 447801259231 have a secret admirearewho is looking 2 make contact with U-find out who they R*reveal who thinks Uareso special-call on 09058094597
ham,Yoyou give us back my id proof and  &lt;#&gt;  rs. We wont allow yoyou to work. We will come to youarehome within days
ham,Ü bot notes oredi... Cos i juz rem i got...
ham,Yes. Rent is very expensive so its the way we save.
ham,"Night has ended foareanotheareday, morning has come in a special way. May yoyou smile like the sunny rays and leaves youareworries at the blue blue bay. Gud mrng"
ham,Hows the pain dear?y areyou smiling?
ham,"Fun fact: although yoyou would think armand would eventually build up a tolerance oaresome shit considering how much he smokes, he gets fucked up in like 2 hits"
spam,important information 4 orange useare0789xxxxxxx. today is youarelucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,"Sorry, I can't help yoyou on this."
ham,Great. So should i send yoyou my account number.
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN you TEXD ME. HOPEyou AD A NICE WKEND AS IM SURE you DID LOOKIN 4WARD 2 C-IN you 2MRW LUV JAZ"
spam,"Ouaredating service has been asked 2 contact you by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,Ü only send me the contents page...
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may nevearesleep again! Hugs and snogs! "
ham,"Don't Think About ""What you Have Got"" Think About ""How to Use It That Yoyou Have Got"" gooD ni8"
ham,"I can't right this second, gotta hit people up first"
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If you Smile,D World is wit u.Othrwise even d Drop of Teaaredsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,So what about you. What do yoyou remember
ham,Ujhhhhhhh computeareshipped out with address to sandiago and parantella lane. Wtf. Poop.
ham,Mm yes deaarelook how i am hugging yoyou both. :-P
ham,I like dis sweatearefaremango but no more my size already so irritating.
ham,1 I don't have hearenumbeareand 2 its gonna be a massive pain in the ass and i'd rathearenot get involved if that's possible
ham,Anytime lor...
spam,Do yoyou want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply oareCall now 08000930705 foaredel Sat AM
ham,Purity of friendship between two is not about smiling aftearereading the forwarded message..Its about smiling just by seeing the name. Gud evng
spam,"Uarebalance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry oareC. Ben ?. Text A, B oareC to 83738. Good luck!"
ham,Me fine..absolutly fine
ham,K and you're sure I don't have to have consent forms to do it :V
spam,UareTONEXS subscription has been renewed and yoyou have been charged £4.50. Yoyou can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
spam,"If yoyou don't, youareprize will go to anothearecustomer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
ham,How much is torch in 9ja.
ham,"Doing nothing, then you not having dinnearew us?"
ham,How are you. Just checking up on you
ham,Done it but internet connection v slow and can‘t send it. Will try again lateareoarefirst thing tomo.
ham,Mathews oaretait oareedwards oareanderson
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex foare.by the way who is this? dont know number. Joke
ham,No need laarei go engin? Cos my sis at arts today...
ham,Thanks honey but still haven't heard anything I will leave it a bit longeareso not 2 crowd him and will try lateare- great advice thanks hope cardiff is still there!
spam,Do yoyou want a New Nokia 3510i ColouarePhone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcordeareReply oareCall 8000930705
ham,", im .. On the snowboarding trip. I was wondering if youareplanning to get everyone togethearebefoarewe go..a meet and greet kind of affair? Cheers, "
ham,S.i'm watching it in live..
ham,"see yoyou then, we're all christmassy here!"
ham,"K I'm ready,  &lt;#&gt; ?"
ham,"Do yoyou know why god created gap between youarefingers..? So that, One who is made foareyoyou comes &amp; fills those gaps by holding youarehand with LOVE..!"
ham,The greatest test of courage on earth is to beaaredefeat without losing heart....gn tc
ham,what are youarenew years plans?
spam,RECPT 1/3. Yoyou have ordered a Ringtone. Youareordeareis being processed...
ham,Baaaaaaaabe! Wake up ! I miss yoyou ! I crave you! I need you!
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
ham,Deaare:-/ why yoyou mood off. I cant drive so i brotheareto drive
ham,When did dad get back.
ham,"Can yoyou tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfearethere. She should ask someone to check Sagamyou foarethe same thing and lautech. Its vital she completes hearemedical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,Yes just finished watching days of ouarelives. I love it.
ham,Juz go google n search 4 qet...
ham,Many times we lose ouarebest ones bcoz we are 
ham,"Good FRIENDS CaRE foareeach Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forevearebeyond words, beyond time. Gud ni8"
ham,Just getting back home
ham,"Sorry, I'll call lateare &lt;#&gt; mins"
ham,Dun need to use dial up juz open da browsearen surf...
spam,As one of ouareregistered subscribers you can entearethe draw 4 a 100 G.B. gift voucheareby replying with ENTER. To unsubscribe text STOP
ham,"Awesome, plan to get here any time aftearelike  &lt;#&gt; , I'll text yoyou details in a wee bit"
ham,Take care and sleep well.yoyou need to learn to change in life.yoyou only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Youarefamily is ovearefoareyoyou in many senses.respect them but not overemphasise.oareyou have no role in my life.
spam,"Foareyouarechance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
ham,Yoyou also didnt get na hi hi hi hi hi
ham,Ya but it cant display internal subs so i gotta extract them
ham,If i said anything wrong sorry de:-)
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,How stupid to say that i challenge god.Yoyou dont think at all on what i write instead yoyou respond immed.
ham,"Yeah I should be able to, I'll text yoyou when I'm ready to meet up"
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are yoyou gonna see him again? Do yoyou want to come to taunton tonight? you can tell me all about !"
ham,"When yoyou get free, call me"
ham,How have youarelittle darlings been so faarethis week? Need a coffee run tomo?Can't believe it's that time of week already …
ham,Ok i msg you b4 i leave my house.
ham,Still at west coast... Haiz... Ü'll take foreveareto come back...
ham,MMM ... Fuck .... Merry Christmas to me
ham,alright. Thanks foarethe advice. Enjoy youarenight out. I'ma try to get some sleep...
ham,Update youareface book status frequently :)
ham,Just now saw youaremessage.it k da:)
ham,Was it something you ate?
ham,So what did the bank say about the money?
ham,Aiyaaredun disturb you liao... Thk you have lots 2 do aft uarecupboard come...
ham,Hey they arenot watching movie tonight so i'll prob b home early...
ham,Yaarelor... How you noe? you used dat route too?
ham,2mro i am not coming to gym machan. Goodnight.
ham,Dont think yoyou need yellow card foareuk travel. Ask someone that has gone before. If yoyou do its just  &lt;#&gt; bucks
ham,Can you look 4 me in da lib i got stuff havent finish yet.
ham,Sounds great! Im going to sleep now. Have a good night!
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop ouaretexts call 08712460324
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,How come you got nothing to do?
ham,Nothing will evearebe easy. But don't be looking foarea reason not to take a risk on life and love
ham,i want to grasp youarepretty booty :)
ham,I've got it down to a tea. not sure which flavour
ham,I'm going 2 orchard now laready me reaching soon. you reaching?
ham,Deaarei am not denying youarewords please
ham,Yoyou know my old Dom I told yoyou about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,"2 celebrate my bday, y else?"
ham,Merry christmas to you too annie!
ham,Please tell me yoyou have some of that special stock yoyou were talking about
ham,I sent them. Do yoyou like?
spam,"Urgent Uareawarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Oare£1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,"Awesome, be there in a minute"
ham,"And that is the problem. Yoyou walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one eaareand out the othearewhile yoyou go off doing whateveareyoyou want to do. It's not that yoyou don't know why I'm upset--it's that yoyou don't listen when i tell yoyou WHAT is going to upset me. Then yoyou want to be surprised when I'm mad."
ham,I've told yoyou everything will stop. Just dont let heareget dehydrated.
ham,OareI guess  &lt;#&gt;  min
ham,I'm home. Ard wat time will you reach?
ham,"Storming msg: Wen you lift d phne, you say ""HELLO"" Do you knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And you knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,"If yoyou want to mapquest it oaresomething look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
ham,Aight should I just plan to come up latearetonight?
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
spam,"Welcome to UK-mobile-date this msg is FREE giving yoyou free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
ham,This is wishing yoyou a great day. Moji told me about youareoffeareand as always i was speechless. Yoyou offeareso easily to go to great lengths on my behalf and its stunning. My exam is next friday. Aftearethat i will keep in touch more. Sorry.
ham,"Thanks again foareyouarereply today. When is uarevisa coming in. And areyou still buying the gucci and bags. My sistearethings are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Latearesha."
